Word,Occurrences,Word Count By Book,WF (HP),Lg10WF (HP),CD (HP),Lg10CD (HP),Lg10WF (SUBTLEX),Book of Acquisition (HP)
shoes,"{1: [(3, 1), (8, 1)], 2: [(12, 7), (18, 3)], 4: [(7, 1), (9, 1), (15, 1), (26, 1)], 5: [(8, 1), (13, 1), (22, 2), (24, 1), (28, 1)], 6: [(10, 1), (26, 1)], 7: [(4, 1), (6, 1), (8, 1), (11, 1), (12, 2), (14, 1), (24, 2)]}","{1: 2, 2: 10, 4: 4, 5: 6, 6: 2, 7: 9}",2.9500133644544845e-05,-4.530176016531773,0.1111111111111111,-0.9542425094393249,3.5778,1
fireworks,"{1: [(4, 1)], 2: [(4, 1), (5, 2), (11, 1), (18, 1)], 4: [(8, 1), (11, 2), (21, 1), (37, 1)], 5: [(28, 7)], 7: [(4, 1)]}","{1: 1, 2: 5, 4: 5, 5: 7, 7: 1}",1.6984925431707637e-05,-4.7699363554568315,0.05555555555555555,-1.255272505103306,2.4594,1
snowballs,"{1: [(12, 1)], 5: [(21, 1)]}","{1: 1, 5: 1}",1.7878868875481724e-06,-5.747659960745679,0.010101010101010102,-1.99563519459755,1.2788,1
Hallows,"{7: [(20, 1), (21, 14), (22, 28), (24, 6), (25, 1), (28, 1), (35, 17)]}",{7: 68},6.078815417663786e-05,-4.216181043703424,0.03535353535353535,-1.4515671502472742,1.1761,7
dwarf,"{1: [(16, 1)], 2: [(13, 6)]}","{1: 1, 2: 6}",6.257604106418603e-06,-5.203591916395403,0.010101010101010102,-1.99563519459755,2.1987,1
owl,"{1: [(1, 5), (4, 6), (5, 13), (6, 7), (9, 2), (10, 1), (12, 2), (13, 1), (14, 2), (16, 2), (17, 3)], 2: [(1, 3), (2, 3), (3, 3), (4, 2), (5, 2), (6, 1), (16, 1)], 3: [(1, 7), (3, 2), (4, 5), (5, 2), (14, 3), (15, 1), (22, 14)], 4: [(2, 2), (3, 9), (5, 2), (7, 1), (10, 3), (13, 2), (14, 1), (15, 3), (18, 7), (20, 1), (22, 1), (23, 2), (24, 2), (26, 5), (27, 1), (28, 7), (29, 10), (30, 1), (31, 2)], 5: [(1, 1), (2, 11), (3, 1), (4, 3), (6, 1), (7, 1), (8, 1), (9, 3), (10, 5), (12, 1), (14, 9), (15, 2), (17, 4), (18, 3), (21, 1), (23, 1), (25, 1), (26, 4), (27, 1), (28, 1), (31, 2)], 6: [(3, 5), (4, 1), (5, 2), (6, 2), (7, 2), (8, 1), (10, 1), (11, 3), (15, 1), (21, 1)], 7: [(2, 3), (3, 1), (4, 4), (5, 2), (18, 3), (19, 1), (20, 1), (21, 1), (25, 1), (33, 1), (36, 2)]}","{1: 44, 2: 15, 3: 34, 4: 62, 5: 57, 6: 19, 7: 20}",0.00022437980438729562,-3.6490162349286224,0.43434343434343436,-0.36216673901796337,2.4579,1
gnomes,"{2: [(3, 10)], 4: [(5, 2)], 7: [(6, 1), (8, 4)]}","{2: 10, 4: 2, 7: 5}",1.5197038544159465e-05,-4.818241035031386,0.020202020202020204,-1.6946051989335686,1.3222,2
gremlins,{},{},0.0,,0.0,,1.4314,
ogres,{},{},0.0,,0.0,,1.4624,
pixies,"{2: [(6, 7), (10, 1), (14, 1)], 3: [(7, 1)], 5: [(2, 1)]}","{2: 9, 3: 1, 5: 1}",9.833377881514949e-06,-5.007297271251435,0.025252525252525252,-1.5976951859255124,1.3222,2
ghouls,"{2: [(4, 1), (10, 2), (11, 1), (15, 1)], 7: [(6, 3)]}","{2: 5, 7: 3}",7.15154755019269e-06,-5.145599969417717,0.025252525252525252,-1.5976951859255124,1.6812,2
chess,"{1: [(12, 5), (13, 2), (16, 3), (17, 2)], 2: [(11, 1)], 3: [(11, 1)], 4: [(10, 1), (23, 2), (37, 1)], 5: [(24, 1), (31, 1), (38, 1)], 7: [(20, 1)]}","{1: 12, 2: 1, 3: 1, 4: 4, 5: 3, 7: 1}",1.9666755763029898e-05,-4.706267275587454,0.06565656565656566,-1.1827218379546942,2.5809,1
dice,{},{},0.0,,0.0,,2.7275,
Willow,"{1: [(5, 1)], 2: [(5, 5), (6, 2), (12, 1)], 3: [(4, 1), (9, 3), (10, 2), (15, 1), (16, 1), (17, 3), (18, 2), (19, 2), (21, 8)], 4: [(31, 1)], 5: [(30, 1)], 7: [(32, 2), (33, 1)]}","{1: 1, 2: 8, 3: 23, 4: 1, 5: 1, 7: 3}",3.307590741964119e-05,-4.480488232342665,0.08585858585858586,-1.0662162688832573,2.5038,1
Oracle,"{5: [(12, 5), (15, 3), (17, 3)]}",{5: 11},9.833377881514949e-06,-5.007297271251435,0.015151515151515152,-1.8195439355418686,2.0607,5
Prophet,"{1: [(5, 1), (6, 1), (8, 1)], 2: [(4, 2), (5, 1), (12, 2), (18, 1)], 3: [(1, 5), (3, 1), (4, 2), (5, 1), (7, 1), (12, 1), (19, 1), (22, 2)], 4: [(5, 1), (10, 6), (13, 2), (18, 4), (19, 4), (21, 2), (22, 1), (24, 5), (25, 1), (27, 1), (28, 3), (29, 1), (31, 5), (37, 1)], 5: [(1, 2), (4, 2), (5, 2), (6, 2), (7, 3), (9, 2), (10, 1), (11, 5), (12, 1), (14, 7), (15, 2), (17, 1), (18, 1), (22, 5), (25, 9), (26, 2), (27, 2), (35, 1), (38, 5)], 6: [(4, 4), (5, 1), (6, 1), (7, 5), (11, 4), (16, 2), (17, 2), (18, 1), (21, 2), (25, 1), (30, 2)], 7: [(1, 1), (2, 5), (6, 1), (8, 2), (11, 5), (12, 4), (15, 3), (19, 1), (22, 1), (23, 2)]}","{1: 3, 2: 6, 3: 14, 4: 37, 5: 55, 6: 25, 7: 25}",0.00014750066822272423,-3.831206012195754,0.3484848484848485,-0.45781609952427577,2.4362,1
cave,"{4: [(27, 11), (28, 1), (30, 1)], 5: [(20, 5), (38, 1)], 6: [(4, 1), (8, 1), (13, 2), (25, 3), (26, 8)], 7: [(10, 7), (14, 1), (22, 1), (27, 1), (28, 1), (30, 1), (31, 1)]}","{4: 13, 5: 6, 6: 15, 7: 13}",4.201534185738205e-05,-4.376592098473943,0.08585858585858586,-1.0662162688832573,2.8537,4
volcano,{},{},0.0,,0.0,,2.233,
wand,"{1: [(4, 1), (5, 28), (6, 7), (7, 2), (8, 3), (9, 4), (10, 11), (11, 2), (12, 1), (13, 1), (14, 1), (16, 2)], 2: [(1, 2), (3, 4), (4, 2), (5, 8), (6, 9), (7, 7), (8, 1), (9, 2), (10, 2), (11, 15), (12, 1), (13, 9), (14, 1), (15, 8), (16, 16), (17, 17), (18, 3)], 3: [(1, 4), (2, 1), (3, 9), (4, 2), (5, 2), (7, 9), (8, 1), (9, 4), (10, 8), (11, 1), (12, 7), (13, 5), (14, 5), (15, 2), (17, 24), (18, 2), (19, 14), (20, 8), (21, 5), (22, 1)], 4: [(1, 1), (2, 1), (4, 7), (5, 11), (6, 1), (7, 7), (8, 3), (9, 36), (10, 1), (11, 2), (13, 5), (14, 9), (15, 2), (16, 2), (18, 26), (19, 2), (20, 12), (22, 1), (23, 2), (24, 1), (25, 1), (26, 12), (27, 8), (28, 7), (29, 3), (30, 7), (31, 20), (32, 6), (33, 7), (34, 40), (35, 15), (36, 13), (37, 3)], 5: [(1, 18), (2, 17), (3, 24), (4, 4), (5, 3), (6, 4), (7, 7), (8, 2), (9, 4), (10, 3), (11, 4), (12, 9), (13, 2), (15, 1), (17, 2), (18, 15), (19, 3), (20, 1), (21, 4), (22, 11), (23, 3), (24, 22), (26, 9), (27, 6), (28, 21), (29, 4), (30, 4), (31, 10), (32, 13), (33, 10), (34, 9), (35, 44), (36, 10), (37, 3), (38, 4)], 6: [(1, 5), (2, 10), (3, 10), (4, 11), (5, 4), (6, 4), (7, 4), (8, 8), (9, 4), (10, 11), (11, 3), (12, 2), (13, 8), (14, 6), (16, 4), (17, 8), (18, 7), (19, 8), (20, 3), (21, 4), (22, 7), (24, 8), (25, 1), (26, 23), (27, 14), (28, 10), (29, 2), (30, 1)], 7: [(1, 14), (2, 2), (4, 11), (5, 14), (6, 6), (7, 10), (8, 8), (9, 14), (10, 5), (11, 14), (12, 9), (13, 12), (14, 13), (15, 4), (16, 4), (17, 32), (18, 8), (19, 26), (20, 10), (21, 32), (22, 24), (23, 32), (24, 60), (25, 8), (26, 38), (27, 5), (28, 8), (29, 3), (30, 17), (31, 10), (32, 38), (33, 8), (34, 12), (35, 30), (36, 45)]}","{1: 63, 2: 107, 3: 114, 4: 274, 5: 310, 6: 190, 7: 586}",0.0014696430215645976,-2.832788143205629,0.9090909090909091,-0.04139268515822506,2.1987,1
car,"{1: [(1, 3), (2, 8), (3, 5), (4, 3), (6, 1)], 2: [(1, 2), (3, 24), (5, 41), (6, 3), (7, 1), (12, 3), (15, 13)], 3: [(1, 4), (2, 7), (5, 2)], 4: [(4, 5), (13, 1), (37, 1)], 5: [(1, 3), (2, 1), (3, 5), (7, 1), (20, 1), (23, 3), (34, 1)], 6: [(6, 3), (7, 1), (8, 1)], 7: [(3, 3), (4, 5), (17, 1), (32, 1), (36, 2)]}","{1: 20, 2: 87, 3: 13, 4: 7, 5: 15, 6: 5, 7: 12}",0.0001421370075600797,-3.847292832089209,0.16666666666666666,-0.7781512503836436,4.3916,1
stairs,"{1: [(2, 1), (3, 1), (10, 2), (12, 2), (13, 1), (14, 1), (16, 2)], 2: [(1, 3), (2, 2), (3, 2), (5, 2), (7, 1), (8, 2), (9, 1), (10, 1), (11, 2), (13, 2), (14, 2), (16, 1), (18, 2)], 3: [(1, 2), (2, 2), (4, 2), (5, 1), (7, 2), (8, 1), (10, 2), (12, 1), (13, 1), (14, 1), (17, 1), (20, 1)], 4: [(1, 1), (2, 1), (3, 1), (4, 2), (5, 2), (6, 1), (8, 2), (9, 1), (10, 1), (11, 1), (12, 2), (13, 1), (17, 1), (18, 1), (19, 2), (23, 5), (25, 18), (26, 1), (28, 1), (35, 1), (36, 1)], 5: [(2, 1), (3, 6), (4, 5), (5, 2), (6, 2), (7, 1), (9, 6), (10, 1), (12, 2), (13, 3), (14, 2), (17, 1), (21, 2), (22, 4), (23, 2), (26, 3), (27, 1), (28, 3), (29, 2), (30, 1), (31, 2), (32, 1), (33, 1)], 6: [(2, 1), (3, 2), (12, 1), (13, 1), (14, 1), (15, 1), (21, 1), (22, 2), (24, 1), (25, 3), (27, 2), (29, 4)], 7: [(3, 2), (4, 2), (7, 2), (9, 1), (10, 6), (11, 4), (12, 2), (13, 2), (17, 1), (21, 9), (23, 2), (24, 2), (25, 2), (28, 2), (30, 6), (31, 2), (32, 3)]}","{1: 10, 2: 23, 3: 17, 4: 47, 5: 54, 6: 20, 7: 50}",0.00019756150107407304,-3.7042976827245497,0.5303030303030303,-0.27547589119159305,3.0839,1
luck,"{1: [(1, 1), (2, 1), (4, 1), (9, 1), (10, 1), (11, 1), (13, 2), (15, 1), (16, 1)], 2: [(1, 1), (5, 2), (8, 1), (10, 1), (12, 1), (16, 1), (17, 1)], 3: [(3, 1), (4, 1), (8, 1), (15, 1), (16, 1), (21, 2), (22, 1)], 4: [(9, 1), (11, 1), (18, 1), (19, 1), (20, 4), (24, 1), (25, 1), (26, 3), (28, 1), (29, 2), (30, 1), (31, 3), (36, 1)], 5: [(5, 1), (7, 2), (13, 1), (15, 2), (16, 1), (19, 4), (22, 1), (23, 1), (28, 1), (31, 2)], 6: [(1, 1), (2, 1), (9, 2), (10, 1), (11, 2), (13, 1), (17, 1), (18, 3), (19, 2), (20, 1), (21, 1), (22, 2), (24, 4), (27, 1)], 7: [(1, 1), (3, 1), (4, 1), (8, 1), (11, 1), (14, 1), (17, 1), (22, 1), (23, 3)]}","{1: 10, 2: 8, 3: 8, 4: 21, 5: 16, 6: 23, 7: 11}",8.671251404608636e-05,-4.061918222143415,0.3484848484848485,-0.45781609952427577,3.8944,1
clothes,"{1: [(1, 2), (2, 3), (3, 1), (5, 1), (6, 1)], 2: [(4, 1), (6, 1), (10, 1), (14, 1)], 3: [(7, 3), (8, 1)], 4: [(3, 1), (4, 1), (5, 1), (6, 1), (9, 4), (20, 1), (21, 5), (23, 1), (26, 1), (28, 2), (35, 1)], 5: [(3, 2), (6, 2), (13, 1), (16, 1), (18, 2), (22, 1), (23, 3), (28, 1), (31, 1), (38, 2)], 6: [(6, 3), (7, 1), (10, 1), (13, 1), (26, 3)], 7: [(4, 3), (6, 1), (8, 1), (9, 2), (17, 1), (19, 2), (20, 1), (21, 2), (28, 1), (33, 3), (34, 1)]}","{1: 8, 2: 4, 3: 4, 4: 19, 5: 16, 6: 9, 7: 18}",6.972758861437872e-05,-4.15659535371918,0.24242424242424243,-0.6154239528859439,3.7126,1
locket,"{5: [(6, 1)], 6: [(10, 1), (13, 2), (17, 2), (20, 8), (23, 2), (26, 2), (28, 3), (29, 1), (30, 4)], 7: [(2, 3), (6, 2), (7, 1), (10, 22), (11, 2), (12, 3), (13, 7), (14, 8), (15, 6), (17, 2), (19, 19), (20, 1), (27, 2), (30, 2), (31, 1), (36, 1)]}","{5: 1, 6: 25, 7: 82}",9.654589192760131e-05,-4.015266200922711,0.13131313131313133,-0.8816918422907131,1.9445,5
memories,"{2: [(13, 3), (16, 1), (18, 1)], 3: [(10, 1)], 4: [(9, 1), (13, 1), (14, 1), (27, 1), (30, 1), (36, 2), (37, 1)], 5: [(6, 1), (19, 1), (23, 1), (24, 4), (26, 6)], 6: [(1, 2), (4, 1), (10, 1), (13, 2), (17, 4), (20, 2), (22, 1)], 7: [(2, 1), (3, 1), (4, 1), (6, 1), (7, 1), (8, 2), (9, 1), (10, 2), (14, 1), (17, 2), (33, 2)]}","{2: 5, 3: 1, 4: 8, 5: 13, 6: 13, 7: 15}",4.916688940757474e-05,-4.308327266915416,0.1717171717171717,-0.765186273219276,3.0542,2
umbrella,"{1: [(4, 5), (5, 4), (14, 1)], 2: [(6, 1), (7, 2)], 3: [(9, 2), (10, 1)], 5: [(4, 2), (6, 1), (23, 1), (25, 1), (30, 1)], 6: [(6, 1), (28, 2)], 7: [(4, 1), (9, 1), (32, 1)]}","{1: 10, 2: 3, 3: 3, 5: 6, 6: 3, 7: 3}",2.5030416425674413e-05,-4.601531925067441,0.08585858585858586,-1.0662162688832573,2.5832,1
portrait,"{1: [(7, 2), (9, 6), (10, 1), (12, 1), (13, 1), (14, 1), (16, 2)], 2: [(5, 2), (6, 2), (7, 2), (11, 1), (14, 1), (15, 1), (16, 1)], 3: [(5, 2), (6, 1), (8, 8), (9, 3), (11, 4), (13, 4), (14, 2), (15, 1), (16, 2)], 4: [(12, 2), (14, 1), (15, 1), (17, 1), (18, 1), (19, 2), (22, 3), (23, 2), (25, 1), (28, 1)], 5: [(4, 1), (5, 2), (6, 3), (10, 1), (11, 2), (12, 1), (13, 2), (14, 2), (17, 1), (18, 2), (19, 1), (20, 1), (22, 12), (23, 5), (27, 1), (31, 1), (32, 1), (37, 5), (38, 1)], 6: [(1, 9), (3, 1), (9, 1), (10, 1), (12, 1), (13, 1), (14, 3), (15, 1), (17, 2), (18, 3), (20, 2), (22, 3), (23, 1), (24, 4), (25, 2), (28, 2), (29, 3)], 7: [(9, 1), (10, 2), (11, 1), (12, 1), (15, 4), (16, 1), (28, 3), (29, 2), (31, 2), (33, 7), (34, 1), (36, 1)]}","{1: 14, 2: 10, 3: 27, 4: 15, 5: 45, 6: 40, 7: 26}",0.00015822798954801326,-3.800716690047854,0.4090909090909091,-0.38818017138288136,2.444,1
squibs,"{2: [(9, 2), (17, 1)], 5: [(8, 1)], 6: [(10, 1), (16, 1)], 7: [(8, 2), (11, 1)]}","{2: 3, 5: 1, 6: 2, 7: 3}",8.045490993966776e-06,-5.094447446970335,0.03535353535353535,-1.4515671502472742,1.2304,2
diadem,"{7: [(25, 1), (29, 7), (30, 5), (31, 30), (32, 1)]}",{7: 44},3.9333511526059796e-05,-4.405237279923473,0.025252525252525252,-1.5976951859255124,0.4771,7
necklace,"{2: [(4, 1)], 5: [(10, 1), (20, 1)], 6: [(6, 1), (12, 14), (13, 2), (15, 3), (16, 3), (19, 4), (24, 2), (27, 3), (29, 1)], 7: [(31, 1)]}","{2: 1, 5: 2, 6: 33, 7: 1}",3.307590741964119e-05,-4.480488232342665,0.06565656565656566,-1.1827218379546942,2.6972,2
Friar,"{1: [(7, 4)], 2: [(8, 1)], 4: [(12, 1)], 5: [(28, 1)]}","{1: 4, 2: 1, 4: 1, 5: 1}",6.257604106418603e-06,-5.203591916395403,0.020202020202020204,-1.6946051989335686,1.9494,1
flute,"{1: [(12, 1), (16, 5)]}",{1: 6},5.363660662644517e-06,-5.2705387060260165,0.010101010101010102,-1.99563519459755,2.0374,1
smile,"{1: [(1, 2), (3, 1), (4, 1), (5, 1), (6, 2), (8, 1), (13, 1), (14, 2), (16, 1), (17, 1)], 2: [(1, 1), (4, 2), (6, 3), (9, 4), (11, 4), (13, 1), (14, 2), (15, 1), (16, 3), (17, 5), (18, 3)], 3: [(2, 1), (3, 2), (5, 1), (7, 2), (9, 2), (12, 1), (14, 1), (15, 2), (20, 1), (21, 1), (22, 4)], 4: [(3, 1), (8, 1), (11, 1), (13, 1), (14, 2), (15, 3), (16, 1), (17, 4), (18, 3), (19, 1), (20, 1), (22, 1), (23, 1), (24, 2), (25, 2), (26, 3), (27, 2), (28, 2), (30, 2), (31, 2), (33, 2), (34, 1), (35, 4), (36, 3)], 5: [(3, 1), (5, 2), (6, 1), (8, 1), (9, 4), (11, 1), (12, 2), (13, 4), (14, 1), (15, 5), (16, 3), (17, 1), (18, 2), (19, 5), (20, 2), (21, 4), (22, 4), (23, 4), (24, 1), (25, 2), (26, 3), (27, 6), (28, 2), (29, 4), (31, 1), (32, 1), (33, 1), (35, 1), (38, 2)], 6: [(1, 4), (2, 1), (4, 1), (5, 2), (6, 1), (7, 3), (11, 2), (12, 2), (15, 1), (16, 2), (20, 2), (22, 1), (23, 1), (24, 2), (25, 1), (26, 1), (27, 1), (29, 1), (30, 3)], 7: [(1, 1), (2, 3), (3, 1), (4, 2), (6, 2), (8, 2), (9, 1), (10, 1), (11, 1), (12, 1), (17, 2), (18, 1), (19, 1), (20, 1), (24, 1), (29, 3), (31, 1), (33, 3), (34, 3), (35, 3), (36, 2)]}","{1: 13, 2: 29, 3: 18, 4: 46, 5: 71, 6: 32, 7: 36}",0.00021901614372465112,-3.6595238720451277,0.6313131313131313,-0.19975517725347472,3.4711,1
werewolves,"{1: [(15, 2)], 2: [(4, 1), (6, 1), (15, 1), (16, 1)], 3: [(9, 5), (10, 1), (21, 1)], 4: [(14, 1), (24, 1), (31, 2), (36, 1)], 5: [(6, 1), (14, 1)], 6: [(6, 1), (16, 5), (17, 1), (22, 1)], 7: [(1, 1)]}","{1: 2, 2: 4, 3: 7, 4: 5, 5: 2, 6: 8, 7: 1}",2.59243598694485e-05,-4.586291958510705,0.09595959595959595,-1.017911589308702,1.8921,1
unicorns,"{1: [(5, 1), (15, 3)], 2: [(15, 1)], 4: [(24, 2), (26, 5), (28, 1)], 5: [(15, 1), (31, 1)], 7: [(7, 1)]}","{1: 4, 2: 1, 4: 8, 5: 2, 7: 1}",1.430309510038538e-05,-4.844569973753735,0.045454545454545456,-1.3424226808222062,1.7993,1
Lupin,"{3: [(5, 35), (7, 46), (8, 41), (9, 10), (10, 18), (11, 6), (12, 45), (13, 4), (14, 15), (16, 3), (17, 31), (18, 27), (19, 52), (20, 8), (21, 9), (22, 20)], 4: [(12, 1), (14, 2), (20, 1), (25, 1), (26, 1), (36, 1)], 5: [(3, 25), (4, 8), (5, 21), (6, 2), (7, 4), (8, 1), (9, 15), (10, 5), (12, 1), (13, 1), (14, 2), (15, 3), (23, 4), (24, 5), (28, 11), (29, 25), (31, 2), (32, 1), (35, 4), (36, 10), (37, 1), (38, 5)], 6: [(6, 2), (11, 1), (12, 1), (16, 22), (17, 2), (22, 1), (24, 1), (28, 1), (29, 25), (30, 1)], 7: [(1, 1), (4, 4), (5, 39), (6, 1), (7, 3), (8, 3), (9, 1), (10, 1), (11, 50), (12, 1), (14, 1), (17, 1), (22, 6), (25, 11), (30, 10), (31, 1), (33, 5), (34, 9), (36, 3)]}","{3: 370, 4: 7, 5: 156, 6: 57, 7: 151}",0.0006624120918365978,-3.1788717484303324,0.3686868686868687,-0.4333423301410752,0.9031,3
Filch,"{1: [(7, 1), (8, 7), (9, 15), (11, 2), (12, 7), (13, 1), (15, 13), (16, 3)], 2: [(7, 2), (8, 21), (9, 14), (11, 3), (13, 6)], 3: [(7, 2), (8, 7), (9, 3), (10, 6), (11, 1), (14, 3)], 4: [(12, 1), (15, 1), (16, 5), (19, 1), (20, 1), (22, 1), (25, 30)], 5: [(11, 1), (14, 8), (16, 4), (17, 1), (18, 7), (20, 1), (21, 1), (25, 1), (28, 13), (29, 3), (30, 5), (32, 2), (38, 1)], 6: [(8, 1), (11, 2), (12, 6), (15, 10), (19, 4), (21, 1), (22, 2), (24, 2), (27, 2), (29, 1), (30, 1)], 7: [(29, 1), (30, 3), (31, 2)]}","{1: 49, 2: 46, 3: 22, 4: 40, 5: 48, 6: 32, 7: 6}",0.00021722825683710294,-3.663083682811348,0.2676767676767677,-0.5723893206607421,0.9031,1
arm,"{1: [(1, 1), (4, 1), (5, 2), (7, 1), (9, 2), (10, 2), (12, 4), (13, 1), (15, 2), (16, 1), (17, 2)], 2: [(1, 1), (2, 2), (4, 2), (6, 2), (7, 3), (8, 1), (10, 15), (11, 5), (13, 1), (14, 1), (15, 1), (16, 1), (17, 5)], 3: [(1, 1), (2, 1), (3, 2), (4, 2), (5, 1), (6, 3), (7, 3), (8, 3), (9, 2), (10, 1), (11, 3), (13, 3), (14, 4), (15, 1), (17, 6), (19, 3), (20, 3), (21, 2), (22, 1)], 4: [(2, 2), (8, 3), (9, 3), (12, 1), (13, 1), (15, 2), (17, 3), (18, 1), (19, 1), (20, 1), (21, 3), (22, 1), (23, 1), (24, 3), (25, 3), (26, 1), (27, 2), (28, 1), (29, 1), (31, 3), (32, 3), (33, 7), (34, 1), (35, 2), (36, 5)], 5: [(1, 1), (2, 3), (3, 1), (4, 1), (6, 1), (7, 2), (10, 1), (12, 1), (13, 3), (14, 4), (17, 2), (18, 2), (19, 3), (20, 1), (21, 1), (22, 1), (23, 2), (24, 1), (25, 1), (26, 2), (27, 2), (28, 5), (30, 3), (31, 1), (33, 3), (34, 4), (35, 9), (36, 3), (37, 1)], 6: [(2, 3), (4, 4), (6, 2), (7, 6), (8, 1), (9, 2), (10, 1), (11, 4), (12, 3), (14, 6), (15, 4), (17, 2), (19, 2), (20, 2), (21, 1), (22, 1), (24, 1), (25, 2), (26, 5), (27, 1), (28, 2), (29, 1), (30, 1)], 7: [(3, 1), (4, 1), (5, 5), (6, 5), (7, 1), (8, 1), (9, 3), (10, 4), (11, 1), (12, 1), (13, 3), (14, 2), (15, 2), (16, 2), (17, 7), (18, 2), (20, 1), (23, 5), (24, 3), (25, 1), (26, 2), (28, 1), (29, 2), (30, 2), (31, 6), (32, 1), (33, 2), (35, 1), (36, 3)]}","{1: 19, 2: 40, 3: 45, 4: 55, 5: 65, 6: 57, 7: 71}",0.00031466809220847836,-3.502147292931529,0.7525252525252525,-0.1234789218492571,3.5234,1
turban,"{1: [(7, 5), (8, 2), (10, 1), (12, 1), (15, 1), (17, 4)], 6: [(19, 2)]}","{1: 14, 6: 2}",1.430309510038538e-05,-4.844569973753735,0.03535353535353535,-1.4515671502472742,1.8261,1
